-2.298159408569335938e+01,4.059637069702148438e+01
3.087611389160156250e+01,3.783459091186523438e+01
3.358600997924804688e+01,2.516487121582031250e+01
2.456762123107910156e+01,1.380198287963867188e+01
1.886817550659179688e+01,1.067942333221435547e+01
1.364618778228759766e+01,8.795691490173339844e+00
9.296119689941406250e+00,7.743189334869384766e+00
6.360687732696533203e+00,7.186203956604003906e+00
4.662173748016357422e+00,6.925457000732421875e+00
3.728236913681030273e+00,6.722744464874267578e+00
3.189124345779418945e+00,6.459784030914306641e+00
2.827659845352172852e+00,6.150694370269775391e+00
2.540852785110473633e+00,5.827715396881103516e+00
2.281754732131958008e+00,5.497709751129150391e+00
2.025719881057739258e+00,5.150864124298095703e+00
1.760903477668762207e+00,4.775014400482177734e+00
1.486901998519897461e+00,4.364624977111816406e+00
1.212015271186828613e+00,3.924055576324462891e+00
9.463922977447509766e-01,3.465684652328491211e+00
6.965054273605346680e-01,3.008785247802734375e+00
4.674329459667205811e-01,2.580907583236694336e+00
2.664865553379058838e-01,2.204576969146728516e+00
9.896483272314071655e-02,1.879322886466979980e+00
-3.695378452539443970e-02,1.590848326683044434e+00
-1.466372907161712646e-01,1.328698635101318359e+00
-2.340490520000457764e-01,1.088142752647399902e+00
-3.029999434947967529e-01,8.616597652435302734e-01
-3.595266938209533691e-01,6.345716714859008789e-01
-4.102474153041839600e-01,3.890184462070465088e-01
-4.594894349575042725e-01,1.104563474655151367e-01
-5.087866187095642090e-01,-2.065671384334564209e-01
-5.584088563919067383e-01,-5.531746149063110352e-01
-6.082402467727661133e-01,-9.063573479652404785e-01
-6.572220325469970703e-01,-1.240622043609619141e+00
-7.029326558113098145e-01,-1.542018413543701172e+00
-7.424337863922119141e-01,-1.808981895446777344e+00
-7.742364406585693359e-01,-2.042317867279052734e+00
-7.983183264732360840e-01,-2.242772102355957031e+00
-8.139204382896423340e-01,-2.416743278503417969e+00
-8.186146616935729980e-01,-2.576979398727416992e+00
-8.091764450073242188e-01,-2.738941907882690430e+00
-7.857338190078735352e-01,-2.915603876113891602e+00
-7.638133168220520020e-01,-3.109194278717041016e+00
-7.706526517868041992e-01,-3.330406665802001953e+00
-7.664144039154052734e-01,-3.531338214874267578e+00
-7.433513402938842773e-01,-3.678725719451904297e+00
-7.131866216659545898e-01,-3.811435699462890625e+00
-6.745952367782592773e-01,-3.945437192916870117e+00
-6.274077892303466797e-01,-4.092687129974365234e+00
-5.691955089569091797e-01,-4.255022048950195312e+00
-4.899947941303253174e-01,-4.394941329956054688e+00
-3.946418166160583496e-01,-4.470032215118408203e+00
-3.030439019203186035e-01,-4.478965282440185547e+00
-1.955903470516204834e-01,-4.460402011871337891e+00
-7.469937950372695923e-02,-4.449197769165039062e+00
1.852300018072128296e-02,-4.458329677581787109e+00
7.479783147573471069e-02,-4.487661361694335938e+00
1.303464472293853760e-01,-4.507333755493164062e+00
3.055718839168548584e-01,-4.407485008239746094e+00
6.429054141044616699e-01,-4.142867088317871094e+00
8.335686922073364258e-01,-4.002569198608398438e+00
9.295810461044311523e-01,-3.961955785751342773e+00
9.776357412338256836e-01,-3.894820451736450195e+00
1.004959821701049805e+00,-3.791473150253295898e+00
1.025264143943786621e+00,-3.668215274810791016e+00
1.043678283691406250e+00,-3.542412519454956055e+00
1.059832572937011719e+00,-3.424341678619384766e+00
1.070451021194458008e+00,-3.315594434738159180e+00
1.071516633033752441e+00,-3.211771488189697266e+00
1.059699892997741699e+00,-3.106134176254272461e+00
1.033070921897888184e+00,-2.992484331130981445e+00
9.911979436874389648e-01,-2.866787672042846680e+00
9.349659085273742676e-01,-2.727981805801391602e+00
8.661419153213500977e-01,-2.577605962753295898e+00
7.871439456939697266e-01,-2.418960809707641602e+00
7.008867263793945312e-01,-2.256052255630493164e+00
6.105796098709106445e-01,-2.092593669891357422e+00
5.193286538124084473e-01,-1.931584477424621582e+00
4.297508299350738525e-01,-1.775163650512695312e+00
3.437279760837554932e-01,-1.624678134918212891e+00
2.624263167381286621e-01,-1.480927348136901855e+00
1.865717768669128418e-01,-1.344264864921569824e+00
1.171086356043815613e-01,-1.214280843734741211e+00
5.602546781301498413e-02,-1.088451385498046875e+00
3.260903060436248779e-03,-9.606857895851135254e-01
-5.357754975557327271e-02,-8.067703247070312500e-01
-1.405924260616302490e-01,-5.859280228614807129e-01
-2.490564584732055664e-01,-4.040881693363189697e-01
-3.719955980777740479e-01,-2.707707881927490234e-01
-5.120767354965209961e-01,-1.344850808382034302e-01
-6.596814393997192383e-01,8.025137707591056824e-03
-7.882034778594970703e-01,1.286165714263916016e-01
-8.920922279357910156e-01,2.232980728149414062e-01
-9.759863018989562988e-01,2.989296019077301025e-01
-1.044656395912170410e+00,3.612660467624664307e-01
-1.101251482963562012e+00,4.137648642063140869e-01
