5.377791076898574829e-02,1.893067955970764160e-01
1.198133826255798340e-01,4.063353836536407471e-01
1.935423761606216431e-01,5.206872820854187012e-01
2.844926118850708008e-01,5.284566879272460938e-01
3.592172861099243164e-01,4.643994867801666260e-01
4.243890941143035889e-01,3.631596267223358154e-01
5.056626796722412109e-01,3.038345575332641602e-01
5.277116298675537109e-01,2.709284424781799316e-01
5.531835556030273438e-01,2.579112052917480469e-01
5.758116841316223145e-01,2.508382499217987061e-01
6.057733893394470215e-01,2.576780319213867188e-01
6.349692940711975098e-01,2.534431219100952148e-01
6.670060157775878906e-01,2.603074014186859131e-01
6.962283253669738770e-01,2.559255659580230713e-01
7.248802185058593750e-01,2.482178509235382080e-01
7.441285252571105957e-01,2.399756908416748047e-01
7.633182406425476074e-01,2.400476932525634766e-01
7.807264924049377441e-01,2.451573312282562256e-01
7.973151206970214844e-01,2.484617829322814941e-01
8.122749924659729004e-01,2.540483176708221436e-01
8.280224204063415527e-01,2.574875354766845703e-01
8.455122709274291992e-01,2.631351351737976074e-01
8.647301793098449707e-01,2.671543359756469727e-01
8.829247355461120605e-01,2.711591124534606934e-01
8.999745845794677734e-01,2.731105983257293701e-01
9.154949188232421875e-01,2.755346596240997314e-01
9.299454689025878906e-01,2.782306075096130371e-01
9.422650933265686035e-01,2.839399278163909912e-01
9.534407258033752441e-01,2.918261587619781494e-01
9.629607796669006348e-01,3.017440438270568848e-01
9.717128872871398926e-01,3.125778734683990479e-01
9.791750311851501465e-01,3.241843581199645996e-01
9.860438704490661621e-01,3.365950882434844971e-01
9.918420910835266113e-01,3.495161235332489014e-01
9.967253804206848145e-01,3.613460361957550049e-01
1.000602245330810547e+00,3.717716336250305176e-01
1.007138013839721680e+00,3.872134983539581299e-01
1.016545295715332031e+00,4.115488231182098389e-01
1.022173881530761719e+00,4.312238693237304688e-01
1.032396554946899414e+00,4.651426374912261963e-01
1.039217710494995117e+00,4.912211000919342041e-01
1.040006637573242188e+00,5.153487324714660645e-01
1.039565324783325195e+00,5.361300706863403320e-01
1.038342952728271484e+00,5.612928867340087891e-01
1.037011146545410156e+00,5.861074924468994141e-01
1.034748554229736328e+00,6.159908175468444824e-01
1.032181262969970703e+00,6.461165547370910645e-01
1.028232574462890625e+00,6.806918382644653320e-01
1.023761272430419922e+00,7.159293889999389648e-01
1.017739057540893555e+00,7.551565170288085938e-01
1.010940551757812500e+00,7.951909899711608887e-01
1.002525568008422852e+00,8.388825654983520508e-01
9.931344389915466309e-01,8.828355669975280762e-01
9.820165038108825684e-01,9.303566217422485352e-01
9.700635075569152832e-01,9.771721363067626953e-01
9.560269713401794434e-01,1.028201580047607422e+00
9.417510628700256348e-01,1.075947761535644531e+00
9.245700240135192871e-01,1.129774332046508789e+00
9.087880253791809082e-01,1.176946043968200684e+00
8.885741233825683594e-01,1.235738635063171387e+00
8.720455765724182129e-01,1.280140995979309082e+00
8.495327830314636230e-01,1.348692297935485840e+00
8.322913646697998047e-01,1.388128638267517090e+00
8.064357042312622070e-01,1.466403841972351074e+00
7.894417643547058105e-01,1.508220911026000977e+00
7.533221244812011719e-01,1.584752798080444336e+00
7.371337413787841797e-01,1.635788440704345703e+00
6.853886842727661133e-01,1.701518535614013672e+00
6.693658232688903809e-01,1.761367917060852051e+00
6.022051572799682617e-01,1.812163591384887695e+00
5.842134356498718262e-01,1.876608967781066895e+00
5.098247528076171875e-01,1.913421154022216797e+00
4.863905906677246094e-01,1.978339433670043945e+00
4.138576090335845947e-01,2.005197525024414062e+00
3.809793889522552490e-01,2.063950300216674805e+00
3.136252760887145996e-01,2.084453344345092773e+00
2.684488594532012939e-01,2.128064870834350586e+00
2.053298652172088623e-01,2.144222497940063477e+00
1.502027511596679688e-01,2.168292999267578125e+00
8.931963890790939331e-02,2.180099964141845703e+00
2.875138074159622192e-02,2.186059236526489258e+00
-3.173829242587089539e-02,2.190689802169799805e+00
